Date,Soy oil
1/23/2015,31.68
1/26/2015,31.16
1/27/2015,31.17
1/28/2015,30.34
1/29/2015,29.54
1/30/2015,30
2/2/2015,30.41
2/3/2015,30.8
2/4/2015,30.59
2/5/2015,31.71
2/6/2015,31.82
2/9/2015,32.01
2/10/2015,31.45
2/11/2015,31.75
2/12/2015,32.01
2/13/2015,32.4
2/17/2015,32.32
2/18/2015,31.89
2/19/2015,31.71
2/20/2015,31.36
2/23/2015,31.02
2/24/2015,31.3
2/25/2015,31.34
2/26/2015,31.47
2/27/2015,32.43
3/2/2015,32.28
3/3/2015,32.43
3/4/2015,31.66
3/5/2015,31.32
3/6/2015,31.03
3/9/2015,30.75
3/10/2015,30.71
3/11/2015,30.98
3/12/2015,30.75
3/13/2015,30.37
3/16/2015,30.27
3/17/2015,29.92
3/18/2015,30.51
3/19/2015,30.5
3/20/2015,30.56
3/23/2015,31.03
3/24/2015,30.99
3/25/2015,31.04
3/26/2015,31.17
3/27/2015,30.6
3/30/2015,30.49
3/31/2015,30.39
4/1/2015,30.57
4/2/2015,30.92
4/6/2015,31.14
4/7/2015,30.91
4/8/2015,30.58
4/9/2015,30.47
4/10/2015,30.72
4/13/2015,30.67
4/14/2015,30.93
4/15/2015,31.43
4/16/2015,31.39
4/17/2015,31.15
4/20/2015,31.22
4/21/2015,31.45
4/22/2015,31.44
4/23/2015,31.9
4/24/2015,31.55
4/27/2015,31.54
4/28/2015,31.11
4/29/2015,31.35
4/30/2015,31.39
5/1/2015,31.32
5/4/2015,32.35
5/5/2015,32.76
5/6/2015,32.92
5/7/2015,32.49
5/8/2015,32.96
5/11/2015,33.19
5/12/2015,32.97
5/13/2015,33.24
5/14/2015,33.34
5/15/2015,33.07
5/18/2015,32.78
5/19/2015,32.18
5/20/2015,32.58
5/21/2015,32.63
5/22/2015,32.02
5/26/2015,32.39
5/27/2015,31.98
5/28/2015,32.31
5/29/2015,33.58
6/1/2015,34.76
6/2/2015,34.42
6/3/2015,34.98
6/4/2015,34.78
6/5/2015,35.03
6/8/2015,34.35
6/9/2015,34.18
6/10/2015,34.12
6/11/2015,33.67
6/12/2015,33.52
6/15/2015,33.07
6/16/2015,33.28
6/17/2015,33.23
6/18/2015,32.63
6/19/2015,32.93
6/22/2015,33.3
6/23/2015,33.2
6/24/2015,33.52
6/25/2015,33.36
6/26/2015,33.22
6/29/2015,33.05
6/30/2015,33.56
7/1/2015,33.01
7/2/2015,33.36
7/6/2015,32.64
7/7/2015,31.41
7/8/2015,31.69
7/9/2015,32.37
7/10/2015,32.42
7/13/2015,32.74
7/14/2015,32.4
7/15/2015,31.78
7/16/2015,31.59
7/17/2015,31.91
7/20/2015,31.81
7/21/2015,32.06
7/22/2015,31.1
7/23/2015,30.94
7/24/2015,30.23
7/27/2015,29.86
7/28/2015,30.41
7/29/2015,30.09
7/30/2015,30.16
7/31/2015,29.86
8/3/2015,29.73
8/4/2015,29.71
8/5/2015,30.26
8/6/2015,30.29
8/7/2015,30.66
8/10/2015,30.91
8/11/2015,30.58
8/12/2015,29.53
8/13/2015,29.37
8/14/2015,29.46
8/17/2015,29.44
8/18/2015,28.7
8/19/2015,28.27
8/20/2015,28.23
8/21/2015,27.61
8/24/2015,26.8
8/25/2015,27.07
8/26/2015,26.37
8/27/2015,27.14
8/28/2015,28.04
8/31/2015,28.17
9/1/2015,27.47
9/2/2015,26.64
9/3/2015,26.64
9/4/2015,26.32
9/8/2015,26.73
9/9/2015,26.48
9/10/2015,26.83
9/11/2015,26.53
9/14/2015,26.81
9/15/2015,26.35
9/16/2015,26.06
9/17/2015,26.05
9/18/2015,25.43
9/21/2015,25.88
9/22/2015,25.51
9/23/2015,25.83
9/24/2015,26.48
9/25/2015,27.22
9/28/2015,26.68
9/29/2015,26.96
9/30/2015,26.23
10/1/2015,26.22
10/2/2015,26.97
10/5/2015,27.61
10/6/2015,27.64
10/7/2015,27.42
10/8/2015,27.17
10/9/2015,27.17
10/13/2015,27.54
10/14/2015,27.58
10/15/2015,27.33
10/16/2015,27.35
10/19/2015,26.89
10/20/2015,27.41
10/21/2015,27.81
10/22/2015,27.6
10/23/2015,27.2
10/26/2015,26.41
10/27/2015,26.52
10/28/2015,26.74
10/29/2015,26.51
10/30/2015,26.83
11/2/2015,26.48
11/3/2015,26.78
11/4/2015,27.13
11/5/2015,26.46
11/6/2015,26.67
11/9/2015,26.4
11/10/2015,25.9
11/12/2015,25.94
11/13/2015,25.54
11/16/2015,25.79
11/17/2015,25.97
11/18/2015,25.94
11/19/2015,26.05
11/20/2015,26.4
11/23/2015,26.41
11/24/2015,26.81
11/25/2015,27.39
11/30/2015,27.6
12/1/2015,28.28
12/2/2015,29.15
12/3/2015,29.47
12/4/2015,30.68
12/7/2015,29.86
12/8/2015,30.11
12/9/2015,29.99
12/10/2015,30.67
12/11/2015,30.24
12/14/2015,30
12/15/2015,29.58
12/16/2015,29.37
12/17/2015,29.2
12/18/2015,29.66
12/21/2015,29.9
12/22/2015,29.57
12/23/2015,29.65
12/24/2015,30
12/28/2015,29.33
12/29/2015,29.65
12/30/2015,29.97
12/31/2015,29.68
1/4/2016,29.06
1/5/2016,28.76
1/6/2016,28.66
1/7/2016,28.5
1/8/2016,28.52
1/11/2016,28.13
1/12/2016,28.06
1/13/2016,28.42
1/14/2016,28.63
1/15/2016,28.53
1/19/2016,28.91
1/20/2016,28.69
1/21/2016,28.82
1/22/2016,29.38
1/25/2016,29.32
1/26/2016,29.62
1/27/2016,29.75
1/28/2016,29.57
1/29/2016,29.76
2/1/2016,29.64
2/2/2016,29.67
2/3/2016,29.86
2/4/2016,29.99
2/5/2016,29.98
2/8/2016,29.5
2/9/2016,29.44
2/10/2016,29.64
2/11/2016,30.22
2/12/2016,30.43
2/16/2016,30.24
2/17/2016,30.49
2/18/2016,30.33
2/19/2016,29.89
2/22/2016,29.99
2/23/2016,29.25
2/24/2016,29.42
2/25/2016,29.15
2/26/2016,29.53
2/29/2016,29.14
3/1/2016,28.82
3/2/2016,28.67
3/3/2016,28.99
3/4/2016,29.34
3/7/2016,29.55
3/8/2016,29.52
3/9/2016,30.12
3/10/2016,30
3/11/2016,30.51
3/14/2016,30.83
3/15/2016,30.87
3/16/2016,31.07
3/17/2016,31.79
3/18/2016,31.8
3/21/2016,31.96
3/22/2016,32.31
3/23/2016,31.74
3/24/2016,31.56
3/28/2016,32.01
3/29/2016,32.43
3/30/2016,32.29
3/31/2016,32.72
4/1/2016,32.95
4/4/2016,33.19
4/5/2016,32.49
4/6/2016,32.76
4/7/2016,32.6
4/8/2016,32.44
4/11/2016,32.4
4/12/2016,32.19
4/13/2016,32.46
4/14/2016,32.19
4/15/2016,31.88
4/18/2016,32.45
4/19/2016,33.28
4/20/2016,33.14
4/21/2016,32.71
4/22/2016,32.49
4/25/2016,32.4
4/26/2016,32.44
4/27/2016,32.12
4/28/2016,31.55
4/29/2016,31.38
5/2/2016,30.69
5/3/2016,30.63
5/4/2016,30.97
5/5/2016,30.76
5/6/2016,31.56
5/9/2016,31.33
5/10/2016,31.94
5/11/2016,31.86
5/12/2016,31.2
5/13/2016,31.13
5/16/2016,31.42
5/17/2016,31.41
5/18/2016,31.08
5/19/2016,30.54
5/20/2016,29.9
5/23/2016,29.78
5/24/2016,29.52
5/25/2016,29.97
5/26/2016,29.67
5/27/2016,30.11
5/31/2016,30.45
6/1/2016,30.82
6/2/2016,30.89
6/3/2016,30.89
6/6/2016,31.14
6/7/2016,30.92
6/8/2016,31.27
6/9/2016,31.41
6/10/2016,31.14
6/13/2016,30.89
6/14/2016,30.9
6/15/2016,30.34
6/16/2016,29.54
6/17/2016,30.31
6/20/2016,30.02
6/21/2016,29.74
6/22/2016,29.93
6/23/2016,30.13
6/24/2016,29.37
6/27/2016,29.64
6/28/2016,29.49
6/29/2016,29.2
6/30/2016,29.76
7/1/2016,29.41
7/5/2016,29.2
7/6/2016,28.63
7/7/2016,28.11
7/8/2016,28.65
7/11/2016,28.63
7/12/2016,29.09
7/13/2016,29.11
7/14/2016,29.05
7/15/2016,29.27
7/18/2016,29.32
7/19/2016,29.04
7/20/2016,29.09
7/21/2016,29.44
7/22/2016,28.59
7/25/2016,27.84
7/26/2016,27.94
7/27/2016,27.91
7/28/2016,27.99
7/29/2016,28.85
8/1/2016,28.25
8/2/2016,28.56
8/3/2016,28.8
8/4/2016,29.04
8/5/2016,29.02
8/8/2016,29.43
8/9/2016,29.67
8/10/2016,30.07
8/11/2016,30.29
8/12/2016,30.78
8/15/2016,31.96
8/16/2016,32.13
8/17/2016,33.01
8/18/2016,33.32
8/19/2016,33.39
8/22/2016,33.27
8/23/2016,33.27
8/24/2016,32.95
8/25/2016,32.29
8/26/2016,32.33
8/29/2016,32.19
8/30/2016,32.11
8/31/2016,31.73
9/1/2016,31.42
9/2/2016,31.9
9/6/2016,31.99
9/7/2016,32.02
9/8/2016,32.13
9/9/2016,32.23
9/12/2016,31.51
9/13/2016,30.73
9/14/2016,30.75
9/15/2016,31.17
9/16/2016,31.11
9/19/2016,31.96
9/20/2016,32.96
9/21/2016,32.65
9/22/2016,33.21
9/23/2016,32.56
9/26/2016,32.37
9/27/2016,32.37
9/28/2016,31.89
9/29/2016,32.34
9/30/2016,32.49
10/3/2016,32.3
10/4/2016,32.14
10/5/2016,32.09
10/6/2016,32.55
10/7/2016,32.56
10/11/2016,32.6
10/12/2016,32.59
10/13/2016,32.63
10/14/2016,33.63
10/17/2016,34.69
10/18/2016,34.32
10/19/2016,34.78
10/20/2016,34.55
10/21/2016,34.75
10/24/2016,35.62
10/25/2016,35.43
10/26/2016,35.35
10/27/2016,34.74
10/28/2016,35.04
10/31/2016,34.8
11/1/2016,34.48
11/2/2016,34.61
11/3/2016,34.73
11/4/2016,34.34
11/7/2016,34.42
11/8/2016,34.94
11/9/2016,33.94
11/10/2016,34.4
11/14/2016,33.58
11/15/2016,33.84
11/16/2016,33.73
11/17/2016,33.33
11/18/2016,33.68
11/21/2016,34.27
11/22/2016,34.11
11/23/2016,36.23
11/28/2016,35.84
11/29/2016,35.49
11/30/2016,36.04
12/1/2016,37.02
12/2/2016,37.01
12/5/2016,36.99
12/6/2016,37.12
12/7/2016,37.43
12/8/2016,36.76
12/9/2016,36.44
12/12/2016,36.47
12/13/2016,36.28
12/14/2016,36.42
12/15/2016,36.24
12/16/2016,36.24
12/19/2016,36.06
12/20/2016,35.56
12/21/2016,34.79
12/22/2016,33.54
12/23/2016,33.35
12/27/2016,33.87
12/28/2016,33.36
12/29/2016,33.02
12/30/2016,32.92
1/3/2017,33.07
1/4/2017,33.71
1/5/2017,33.72
1/6/2017,33.48
1/9/2017,33.99
1/10/2017,34.14
1/11/2017,34.5
1/12/2017,34.57
1/13/2017,34.1
1/17/2017,34.06
1/18/2017,34.08
1/19/2017,33.94
1/20/2017,33.65
1/23/2017,33.63
1/24/2017,33.78
1/25/2017,33.37
1/26/2017,32.97
1/27/2017,32.77
1/30/2017,31.96
1/31/2017,32.2
2/1/2017,32.66
2/2/2017,32.94
2/3/2017,32.21
2/6/2017,32.79
2/7/2017,32.65
2/8/2017,33.04
2/9/2017,33.02
2/10/2017,32.96
2/13/2017,32.52
2/14/2017,32.49
2/15/2017,32.29
2/16/2017,31.87
2/17/2017,33.58
2/21/2017,31.02
2/22/2017,31.07
2/23/2017,30.42
2/24/2017,30.49
2/27/2017,30.45
2/28/2017,31.79
3/1/2017,32.59
3/2/2017,31.98
3/3/2017,32.38
3/6/2017,32.27
3/7/2017,31.73
3/8/2017,31.54
3/9/2017,31.11
3/10/2017,30.68
3/13/2017,30.12
3/14/2017,30.3
3/15/2017,30.22
3/16/2017,30.26
3/17/2017,30.3
3/20/2017,30.74
3/21/2017,31.14
3/22/2017,31.52
3/23/2017,31.22
3/24/2017,30.23
3/27/2017,30.04
3/28/2017,30.22
3/29/2017,29.96
3/30/2017,29.76
3/31/2017,29.53
4/3/2017,29.17
4/4/2017,29.18
4/5/2017,29.58
4/6/2017,29.37
4/7/2017,29.62
4/10/2017,29.35
4/11/2017,29.07
4/12/2017,29.24
4/17/2017,29.93
4/18/2017,29.27
4/19/2017,29.71
4/20/2017,30.05
4/21/2017,30.07
4/25/2017,29.71
4/26/2017,30.04
4/27/2017,29.83
4/28/2017,29.58
5/1/2017,30.02
5/3/2017,30.69
5/4/2017,30.63
5/5/2017,31.03
5/8/2017,31.07
5/9/2017,31.02
5/10/2017,30.41
5/11/2017,30.62
5/12/2017,30.97
5/15/2017,31.15
5/16/2017,31.14
5/17/2017,31.28
5/18/2017,30.57
5/19/2017,31.17
5/22/2017,31.07
5/23/2017,30.47
5/24/2017,30.41
5/25/2017,30.17
5/26/2017,29.73
5/30/2017,29.55
5/31/2017,29.47
6/1/2017,29.38
6/2/2017,29.14
6/5/2017,29.44
6/6/2017,29.52
6/7/2017,29.86
6/8/2017,30.6
6/9/2017,31.04
6/12/2017,30.69
6/13/2017,30.84
6/14/2017,30.84
6/15/2017,31.74
6/16/2017,32.11
6/19/2017,31.82
6/20/2017,31.02
6/21/2017,30.73
6/22/2017,30.43
6/23/2017,30.49
6/26/2017,30.4
6/27/2017,31.21
6/28/2017,31.25
6/29/2017,31.67
6/30/2017,32.18
7/3/2017,32.88
7/5/2017,32.49
7/6/2017,32.15
7/7/2017,32.1
7/10/2017,32.93
7/11/2017,33.06
7/12/2017,32.77
7/13/2017,32.32
7/14/2017,32.49
7/17/2017,32.26
7/18/2017,32.42
7/19/2017,32.71
7/20/2017,33.22
7/21/2017,33.05
7/24/2017,32.86
7/25/2017,32.75
7/26/2017,32.98
7/27/2017,33.1
7/28/2017,33.86
7/31/2017,33.96
8/1/2017,33.22
8/2/2017,33.51
8/3/2017,32.73
8/4/2017,32.94
8/7/2017,32.83
8/8/2017,33.12
8/9/2017,33.44
8/10/2017,33.04
8/11/2017,32.88
8/14/2017,32.67
8/15/2017,31.96
8/16/2017,32.1
8/17/2017,32.46
8/18/2017,32.86
8/21/2017,33.05
8/22/2017,33.31
8/23/2017,33.97
8/24/2017,34.03
8/25/2017,33.86
8/28/2017,33.84
8/29/2017,33.53
8/30/2017,33.58
8/31/2017,33.96
9/1/2017,34.67
9/5/2017,34.44
9/6/2017,34.55
9/7/2017,34.43
9/8/2017,33.93
9/11/2017,34.13
9/12/2017,34.18
9/13/2017,33.83
9/14/2017,33.83
9/15/2017,33.56
9/18/2017,33.19
9/19/2017,33.52
9/20/2017,33.67
9/21/2017,33.1
9/22/2017,32.49
9/25/2017,32.28
9/26/2017,31.73
9/27/2017,31.65
9/28/2017,31.22
9/29/2017,31.19
10/2/2017,31.15
10/3/2017,31.38
10/4/2017,31.85
10/5/2017,31.63
10/6/2017,31.58
10/10/2017,31.74
10/11/2017,31.77
10/12/2017,31.91
10/13/2017,32.31
10/16/2017,32.22
10/17/2017,32.22
10/18/2017,32.03
10/19/2017,32.46
10/20/2017,32.78
10/23/2017,33.26
10/24/2017,32.97
10/25/2017,32.88
10/26/2017,33.13
10/27/2017,33.47
10/30/2017,33.31
10/31/2017,33.38
11/1/2017,33.53
11/2/2017,33.49
11/3/2017,33.04
11/6/2017,33.35
11/7/2017,34.15
11/8/2017,34.49
11/9/2017,34.26
11/10/2017,33.94
11/13/2017,33.46
11/14/2017,33.13
11/15/2017,33.88
11/16/2017,33.56
11/17/2017,33.56
11/20/2017,33.08
11/21/2017,33.3
11/22/2017,33.17
11/27/2017,32.6
11/28/2017,33
11/29/2017,32.95
11/30/2017,32.75
12/1/2017,32.69
12/4/2017,32.44
12/5/2017,32.5
12/6/2017,32.17
12/7/2017,32.33
12/8/2017,32.62
12/11/2017,32.46
12/12/2017,32.45
12/13/2017,32.21
12/14/2017,32.18
12/15/2017,32.41
12/18/2017,32.27
12/19/2017,32.47
12/20/2017,32.21
12/21/2017,31.8
12/22/2017,31.83
12/26/2017,32.33
12/27/2017,32.19
12/28/2017,31.63
12/29/2017,32.21
1/2/2018,32.13
1/3/2018,32.47
1/4/2018,32.44
1/5/2018,32.33
1/8/2018,32.12
1/9/2018,32.28
1/10/2018,32.03
1/11/2018,31.73
1/12/2018,31.7
1/16/2018,31.36
1/17/2018,31.08
1/18/2018,30.81
1/19/2018,30.88
1/22/2018,30.76
1/23/2018,31.12
1/24/2018,31.28
1/25/2018,31.1
1/26/2018,31.39
1/29/2018,31.47
1/30/2018,31.68
1/31/2018,31.67
2/1/2018,31.5
2/2/2018,30.99
2/5/2018,30.98
2/6/2018,31.64
2/7/2018,31.03
2/8/2018,30.68
2/9/2018,30.43
2/12/2018,30.33
2/13/2018,30.05
2/14/2018,30.27
2/15/2018,30.17
2/16/2018,30.01
2/20/2018,30.21
2/21/2018,30.42
2/22/2018,30.39
2/23/2018,30.71
2/26/2018,30.97
2/27/2018,30.54
2/28/2018,30.58
3/1/2018,30.74
3/2/2018,30.65
3/5/2018,30.56
3/6/2018,30.83
3/7/2018,30.45
3/8/2018,30.19
3/9/2018,29.94
3/12/2018,30.1
3/13/2018,30.57
3/14/2018,30.06
3/15/2018,30.41
3/16/2018,30.33
3/19/2018,30.41
3/20/2018,30.09
3/21/2018,30.72
3/22/2018,30.23
3/23/2018,29.77
3/26/2018,29.81
3/27/2018,29.93
3/28/2018,29.97
3/29/2018,30.22
4/2/2018,30.39
4/3/2018,30.69
4/4/2018,30.03
4/5/2018,30.13
4/6/2018,29.88
4/9/2018,29.87
4/10/2018,30.2
4/11/2018,29.88
4/12/2018,29.98
4/13/2018,29.83
4/16/2018,29.53
4/17/2018,29.54
4/18/2018,29.78
4/19/2018,29.76
4/20/2018,29.65
4/23/2018,29.39
4/24/2018,29.36
4/25/2018,29.14
4/26/2018,29.16
4/27/2018,28.78
4/30/2018,28.7
5/1/2018,28.43
5/2/2018,28.72
5/3/2018,28.93
5/4/2018,28.91
5/7/2018,29.22
5/8/2018,29.04
5/9/2018,29.38
5/10/2018,29.48
5/11/2018,29.66
5/14/2018,29.6
5/15/2018,29.47
5/16/2018,28.94
5/17/2018,29.29
5/18/2018,29.33
5/21/2018,29.77
5/22/2018,29.86
5/23/2018,30.05
5/24/2018,30.06
5/25/2018,29.69
5/29/2018,29.56
5/30/2018,29.83
5/31/2018,29.47
6/1/2018,29.54
6/4/2018,29.28
6/5/2018,29.14
6/6/2018,29
6/7/2018,28.95
6/8/2018,28.87
6/11/2018,28.93
6/12/2018,28.4
6/13/2018,28.43
6/14/2018,28.49
6/15/2018,27.85
6/18/2018,27.92
6/19/2018,27.2
6/20/2018,27.72
6/21/2018,27.92
6/22/2018,27.93
6/25/2018,27.67
6/26/2018,27.67
6/27/2018,27.74
6/28/2018,27.74
6/29/2018,27.84
7/2/2018,27.63
7/3/2018,27.49
7/5/2018,27.32
7/6/2018,27.77
7/9/2018,27.61
7/10/2018,27.87
7/11/2018,27.31
7/12/2018,27.15
7/13/2018,26.84
7/16/2018,26.52
7/17/2018,26.61
7/18/2018,26.95
7/19/2018,26.71
7/20/2018,27.15
7/23/2018,26.85
7/24/2018,27.12
7/25/2018,27.28
7/26/2018,27.02
7/27/2018,27.43
7/30/2018,27.19
7/31/2018,27.61
8/1/2018,27.33
8/2/2018,27
8/3/2018,27.23
8/6/2018,27.17
8/7/2018,27.63
8/8/2018,27.47
8/9/2018,27.42
8/10/2018,26.98
8/13/2018,27.24
8/14/2018,27.16
8/15/2018,27.38
8/16/2018,27.65
8/17/2018,27.73
8/20/2018,28.04
8/21/2018,28.09
8/22/2018,27.72
8/23/2018,27.78
8/27/2018,28.12
8/28/2018,27.93
8/29/2018,27.2
8/30/2018,27.2
8/31/2018,27.2
9/4/2018,27.6
9/5/2018,27.6
9/6/2018,27.6
9/7/2018,27.6
9/10/2018,27.6
9/11/2018,27.6
9/12/2018,27.6
9/14/2018,27.12
9/17/2018,27.06
9/18/2018,26.75
9/19/2018,26.88
9/20/2018,27.23
9/21/2018,27.72
9/24/2018,27.89
9/25/2018,28.11
9/26/2018,27.6
9/27/2018,27.6
9/28/2018,27.6
10/1/2018,28.89
10/2/2018,29.24
10/3/2018,29.72
10/4/2018,29.49
10/5/2018,29.29
10/9/2018,29.14
10/10/2018,28.81
10/11/2018,28.9
10/12/2018,29.27
10/15/2018,29.64
10/16/2018,29.54
10/17/2018,29.44
10/18/2018,28.9
10/19/2018,29.02
10/22/2018,29.03
10/23/2018,28.64
10/24/2018,28.49
10/25/2018,28.22
10/26/2018,27.99
10/29/2018,27.73
10/30/2018,27.83
10/31/2018,27.83
11/1/2018,27.85
11/2/2018,28.03
11/5/2018,27.73
11/6/2018,27.73
11/7/2018,28.03
11/8/2018,27.85
11/9/2018,27.45
11/12/2018,27.53
11/13/2018,27.38
11/14/2018,27.4
11/15/2018,27.52
11/16/2018,27.2
11/19/2018,27.15
11/20/2018,27.17
11/21/2018,27.63
11/26/2018,26.79
11/27/2018,26.86
11/28/2018,27.43
11/29/2018,27.38
11/30/2018,27.52
12/3/2018,28.27
12/4/2018,28.6
12/5/2018,28.54
12/6/2018,28.41
12/7/2018,28.44
12/10/2018,28.46
12/11/2018,28.66
12/12/2018,28.97
12/13/2018,28.75
12/14/2018,28.42
12/17/2018,28.09
12/18/2018,28.33
12/19/2018,28.39
12/20/2018,28.13
12/21/2018,27.82
12/24/2018,27.67
12/26/2018,27.28
12/27/2018,27.06
12/28/2018,27.27
12/31/2018,27.3
1/2/2019,27.65
1/3/2019,27.93
1/4/2019,28.16
1/7/2019,28.01
1/8/2019,27.93
1/9/2019,28.07
1/10/2019,27.69
1/11/2019,27.92
1/14/2019,28
1/15/2019,27.84
1/16/2019,27.83
1/17/2019,28.12
1/18/2019,28.36
1/22/2019,28.41
1/23/2019,28.73
1/24/2019,28.86
1/25/2019,29.38
1/28/2019,29.65
1/29/2019,29.46
1/30/2019,29.77
1/31/2019,29.52
2/1/2019,29.24
2/4/2019,29.48
2/5/2019,29.73
2/6/2019,30.25
2/7/2019,30.16
2/8/2019,30.22
2/11/2019,29.59
2/12/2019,29.68
2/13/2019,29.34
2/14/2019,29.24
2/15/2019,29.3
2/19/2019,29.09
2/20/2019,29.31
2/21/2019,29.84
2/22/2019,29.86
2/25/2019,29.71
2/26/2019,29.44
2/27/2019,29.15
2/28/2019,29.31
3/1/2019,29.3
3/4/2019,29.13
3/5/2019,29.27
3/6/2019,29.03
3/7/2019,28.92
3/8/2019,28.9
3/11/2019,28.89
3/12/2019,29.24
3/13/2019,29.18
3/14/2019,28.82
3/15/2019,28.68
3/18/2019,28.69
3/19/2019,28.49
3/20/2019,28.52
3/21/2019,28.35
3/22/2019,27.91
3/25/2019,28.07
3/26/2019,27.9
3/27/2019,28.07
3/28/2019,28
3/29/2019,27.74
4/1/2019,27.95
4/2/2019,28.34
4/3/2019,28.18
4/4/2019,28.58
4/5/2019,28.52
4/8/2019,28.25
4/9/2019,28.42
4/10/2019,28.44
4/11/2019,28.35
4/12/2019,28.33
4/15/2019,28.18
4/16/2019,28.09
4/17/2019,27.83
4/18/2019,28.17
4/22/2019,28.08
4/23/2019,27.18
4/24/2019,27.05
4/25/2019,26.76
4/26/2019,26.65
4/29/2019,27
4/30/2019,26.71
5/1/2019,26.7
5/2/2019,26.35
5/3/2019,26.19
5/6/2019,25.97
5/7/2019,26.6
5/8/2019,26.5
5/9/2019,26.13
5/10/2019,26.29
5/13/2019,26.11
5/14/2019,26.5
5/15/2019,26.74
5/16/2019,27.22
5/17/2019,26.72
5/21/2019,26.64
5/22/2019,27.81
5/23/2019,27.28
5/24/2019,27.51
5/28/2019,27.79
5/29/2019,28.23
5/30/2019,28.28
5/31/2019,28.09
6/3/2019,27.84
6/4/2019,27.99
6/5/2019,27.57
6/6/2019,28.11
6/7/2019,27.73
6/10/2019,27.73
6/11/2019,27.57
6/12/2019,27.91
6/13/2019,28.37
6/14/2019,27.96
6/17/2019,28.54
6/18/2019,28.73
6/19/2019,28.77
6/20/2019,28.99
6/21/2019,28.84
6/24/2019,28.75
6/25/2019,28.4
6/26/2019,28.21
6/27/2019,28.21
6/28/2019,28.64
7/1/2019,27.73
7/2/2019,27.43
7/3/2019,27.8
7/5/2019,27.18
7/8/2019,27.61
7/9/2019,27.64
7/10/2019,27.72
7/11/2019,27.81
7/12/2019,27.93
7/15/2019,27.91
7/16/2019,27.61
7/17/2019,27.31
7/18/2019,27.26
7/19/2019,27.73
7/22/2019,27.35
7/23/2019,27.64
7/24/2019,27.92
7/25/2019,27.9
7/26/2019,28.09
7/29/2019,28.06
7/30/2019,27.93
7/31/2019,27.38
8/1/2019,27.42
8/2/2019,27.94
8/5/2019,27.5
8/6/2019,27.18
8/7/2019,27.64
8/8/2019,28.64
8/9/2019,29.2
8/12/2019,29.28
8/13/2019,28.8
8/14/2019,28.92
8/15/2019,29.19
8/16/2019,29.25
8/19/2019,28.81
8/20/2019,28.56
8/21/2019,28.86
8/22/2019,28.67
8/23/2019,28.47
8/26/2019,28.45
8/27/2019,27.76
8/28/2019,27.86
8/29/2019,28.12
8/30/2019,28.39
9/3/2019,28.62
9/4/2019,28.59
9/5/2019,28.21
9/6/2019,28.21
9/9/2019,28.01
9/10/2019,28.1
9/11/2019,28.4
9/12/2019,28.76
9/13/2019,29.04
9/16/2019,29.89
9/17/2019,29.6
9/18/2019,29.62
9/19/2019,29.56
9/20/2019,29.03
9/23/2019,28.94
9/24/2019,28.95
9/25/2019,28.79
9/26/2019,28.76
9/27/2019,28.37
9/30/2019,28.74
10/1/2019,28.68
10/2/2019,29.01
10/3/2019,29.69
10/4/2019,29.66
10/7/2019,29.86
10/8/2019,29.62
10/9/2019,29.51
10/10/2019,29.58
10/11/2019,29.77
10/16/2019,30.2
10/17/2019,30.19
10/18/2019,30.16
10/21/2019,30.28
10/22/2019,30.77
10/23/2019,30.5
10/24/2019,31.26
10/25/2019,30.89
10/28/2019,30.7
10/29/2019,30.92
10/30/2019,30.91
10/31/2019,30.67
11/1/2019,30.95
11/4/2019,31.8
11/5/2019,31.5
11/6/2019,31.67
11/7/2019,31.35
11/8/2019,31.42
11/12/2019,30.78
11/13/2019,30.28
11/14/2019,30.53
11/15/2019,30.18
11/18/2019,30.39
11/19/2019,30.71
11/20/2019,30.83
11/21/2019,29.89
11/22/2019,30.08
11/25/2019,29.64
11/26/2019,29.42
11/27/2019,29.69
12/2/2019,29.28
12/3/2019,29.32
12/4/2019,29.59
12/5/2019,29.83
12/6/2019,30.55
12/9/2019,30.92
12/10/2019,31
12/11/2019,31.01
12/12/2019,31.81
12/13/2019,32.17
12/16/2019,32.72
12/17/2019,33.65
12/18/2019,33.26
12/19/2019,33.62
12/20/2019,33.62
12/23/2019,33.6
12/24/2019,33.69
12/26/2019,34.21
12/27/2019,34.56
12/30/2019,34.99
12/31/2019,34.31
1/2/2020,35.24
1/3/2020,35.08
1/6/2020,34.52
1/7/2020,34.62
1/8/2020,34.44
1/9/2020,34.51
1/10/2020,34.22
1/13/2020,33.83
1/14/2020,33.94
1/15/2020,33.17
1/16/2020,32.9
1/17/2020,33.22
1/21/2020,32.63
1/22/2020,32.9
1/23/2020,32.35
1/24/2020,31.9
1/27/2020,31.4
1/28/2020,31.33
1/29/2020,31.4
1/30/2020,30.5
1/31/2020,29.82
2/3/2020,30.17
2/4/2020,30.85
2/5/2020,31.44
2/6/2020,31.36
2/7/2020,31.09
2/10/2020,30.75
2/11/2020,30.84
2/12/2020,30.98
2/13/2020,30.67
2/14/2020,30.52
2/18/2020,30.43
2/19/2020,30.24
2/20/2020,30.02
2/21/2020,30.54
2/24/2020,29.39
2/25/2020,29.13
2/26/2020,29.19
2/27/2020,28.95
2/28/2020,28.43
3/2/2020,28.99
3/3/2020,29.24
3/4/2020,29.82
3/5/2020,29.47
3/6/2020,28.83
3/9/2020,27.61
3/10/2020,27.87
3/11/2020,27.53
